customer_id,customer_billing_city,customer_billing_state,customer_billing_zip,customer_billing_country,customer_since,customer_purchases,customer_area_code,customer_email_from,customer_email_ext,customer_is_business,customer_total_value
4876,randolph,NJ,7869,USA,10/6/2015,1, ,gmail.com,com,0,38.96
4129,Paris,MI,49338,USA,7/30/2012,1,231,personal domain,com,1,39.3
572,St Helens,OR,97051,US,8/9/2009,1,503,comcast.net,net,0,58.81
3848,Philadelphia,PA,19142,USA,3/7/2012,3,267,live.com,com,1,93.86
2051,Piqua,OHIO,45356,US,6/11/2010,1,937,personal domain,net,0,78.15
221,Menlo Park,CA,94025,US,3/24/2009,0,,personal domain,com,1,0
3287,Fitchburg,WI,53719,USA,6/11/2011,1, ,hotmail.com,com,0,106.7
4014,Points,WV,25437,USA,5/18/2012,1,304,personal domain,net,0,70.56
4598,idaho falls,ID,83401,USA,10/14/2013,1, ,personal domain, ,0,21.16
393,Johnstown,PA,15905,US,6/5/2009,2,814,yahoo.com,com,1,0
594,Haubstadt,IN,47639,US,8/15/2009,0,,gmail.com,com,0,0
2548,DuBois,PA,15801,USA,11/8/2010,1, ,yahoo.com,com,0,12.84
2952,Haskins,OH,43525,USA,3/18/2011,1,419,ymail.com,com,0,101.66
2014,Schenectady,NY,12309,US,6/4/2010,1,518,aol.com,com,1,0
3740,Loveland,OH,45140,USA,1/16/2012,1,513,gmail.com,com,0,64.36
4871,Edmond,OK,73012,USA,9/10/2015,1,405,cox.net,net,0,13.99
4393,Fraserwood,MB,R0C1A0,CAN,2/19/2013,1,204,hotmail.com,com,0,122.93
2056,Jamestown,NY,14701,US,6/12/2010,1,716,windstream.net,net,0,39.52
1979,Granite Falls,NC,28630,US,5/24/2010,2,828,yahoo.com,com,0,29.18
4094,MIAMI,FL,33015,USA,6/30/2012,1,305,aol.com,com,0,37.1
2458,POWELL,TN,37849,USA,10/1/2010,1,865,comcast.net,net,0,33.33
2918,Potosi,MO,63664,USA,3/11/2011,0,573,gmail.com,com,1,0
3116,Aventura,FL,33180,USA,4/25/2011,1,305,personal domain,com,0,31.5
4366,Miami,FL,33187,USA,1/25/2013,1,305,personal domain,edu,0,29.28
373,Durham,MO,63438,US,5/27/2009,1,573,hotmail.com,com,0,36.5
4120,Flemington,WV,26347,USA,7/20/2012,1,304,frontiernet.net,net,0,29.62
3935,new york,NY,10040,USA,4/12/2012,1,212,gmail.com,com,0,11.19
3761,COTTAGE GROVE,MN,55016,USA,1/29/2012,1,612,msn.com,com,0,28.98
3514,Virginia Beach,VA,23456,USA,9/12/2011,1, ,verizon.net,net,0,52.64
3296,Los Angeles,CA,90066,USA,6/13/2011,1, ,gmail.com,com,0,163.65
3168,Cape Coral,FL,33910,USA,5/9/2011,0,239,embarqmail.com,com,1,0
3371,yukon,OK,73099,USA,7/13/2011,1,405,cox.net,net,0,52.3
754,Highland Park,IL,60035,US,9/25/2009,2,847,comcast.net,net,1,46.22
670,Helendale,CA,92342,US,9/2/2009,1,760,verizon.net,net,1,88.49
507,Raleigh,NC,27615,US,7/17/2009,1,919,personal domain,gov,0,36.97
2961,Beeville,TX,78102,USA,3/20/2011,1,361,yahoo.com,com,0,16.33
3115,Needham,MA,2494,USA,4/25/2011,1, ,gmail.com,com,0,41.28
1903,Missoula,MT,59804,US,5/9/2010,1,406,personal domain,org,0,88.82
1513,Macungie,PA,18062,US,3/8/2010,1,215,personal domain,com,0,15.63
1141,Indianapolis,INDIANA,46234,US,12/26/2009,1,317,personal domain,edu,0,9.88
390,Cupertino,CALIFORNIA,95014,US,6/3/2009,1,408,hotmail.com,com,0,19.97
4695,Fort Pierce,FL,34949,USA,5/1/2014,1,772,personal domain,org,0,35.59
4016,Lower Burrell,PA,15068,USA,5/19/2012,1,724,comcast.net,net,0,57.6
4923,christiansburg,VA,24073,USA,7/25/2016,1,540,yahoo.com,com,0,14.27
2152,Willows,CA,95988,US,7/5/2010,1,209,yahoo.com,com,0,68.16
4399,Stone Mountain,GA,30087,USA,2/25/2013,1,770,gmail.com,com,0,28.88
1072,Idaho Falls,ID,83401,US,12/8/2009,1,208,yahoo.com,com,0,26.64
1975,Middlebury,IN,46540,US,5/23/2010,1,574,gmail.com,com,0,15.63
4709,clearfield,UT,84016,USA,6/15/2014,1, ,gmail.com,com,0,36.74
4711,Bartlett,IL,60103,USA,6/20/2014,1, ,comcast.net,net,0,20.49
1593,La Porte,IN.,46350,US,3/17/2010,0,219,verizon.net,net,0,0
4078,Maysville,WV,26833,USA,6/19/2012,1,304,personal domain,net,0,25.68
1925,San Diego,CA,92113,US,5/13/2010,0,619,hotmail.com,com,0,0
4828,San Mateo,CA,94401,USA,4/23/2015,1, ,personal domain,com,0,124.79
3767,Corona,CA,92882,USA,1/30/2012,2,951,personal domain, ,0,93.39
3217,Glastonbury,CT,6033,USA,5/20/2011,1,413,yahoo.com,com,0,107.58
2933,Kokomo,IN,46902,USA,3/15/2011,1, ,yahoo.com,com,0,19.94
3109,Mississauga,ON,L5M 0B5,CAN,4/22/2011,2,289,yahoo.com,com,0,126.54
559,Grand Prairie,TX,75052,US,8/5/2009,1,972,yahoo.com,com,0,25.42
4832,Newport News,VA,23608,USA,4/29/2015,1,757,yahoo.com,com,0,35.12
730,Kokomo,INDIANA,46901,US,9/18/2009,2,765,personal domain,us,0,173.65
3789,New Marshfld,OH,45766,USA,2/11/2012,1,740,personal domain, ,0,110.5
1230,North Liberty,IN,46554,US,1/21/2010,1,816,yahoo.com,com,0,68.42
1341,Lillington,NC,27546,US,2/9/2010,0,919,yahoo.com,com,0,0
4210,towson,MD,21286,USA,9/8/2012,1,443,personal domain, ,0,38.31
851,Indianapolis,IN,46222,US,10/16/2009,1,317,personal domain,org,1,34.23
303,Glossop,DERBYSHIRE,SK13 8JA,GB,5/13/2009,1,793,personal domain,com,1,40.12
657,Fort Mill,SC,29708,US,8/29/2009,0,803,gmail.com,com,1,0
4266,Riverside,CA,92508,USA,10/6/2012,2,951,sbcglobal.net,net,0,132.82
3163,sandy,oregon,97055,united states,5/7/2011,1, ,msn.com,com,0,14.64
705,Bakersfield,CA,93386,US,9/11/2009,2,661,aol.com,com,1,74
1159,Galena,OHIO,43021,US,1/1/2010,0,419,gmail.com,com,0,0
4194,San Antonio,TX,78251,USA,8/30/2012,1,210,aol.com,com,1,95.94
4440,Amarillo,TX,79107,USA,4/6/2013,1,806,hotmail.com,com,0,45.57
2089,Orlando,FLORIDA,32837,US,6/20/2010,1,561,yahoo.com,com,0,36.42
288,Flint,MI,48532,US,5/5/2009,1,810,comcast.net,net,0,154.92
4178,Cloverdale,IN,46120,USA,8/23/2012,1,765,personal domain,com,0,58.69
4172,Flower Mound,TX,75028,USA,8/22/2012,1, ,verizon.net,net,0,13.13
1396,Ballston Spa,NY,12020,US,2/16/2010,1,518,yahoo.com,com,0,16.46
235,Shelburne,MA,1370,US,3/30/2009,1,413,comcast.net,net,1,16.49
4344,Centenary Heights,QL,4350,AUS,12/26/2012,1, ,personal domain,com,0,47.1
4258,San Rafael,CA,94903,USA,9/30/2012,1, ,gmail.com,com,0,69.94
2388,Olney,MD,20832,USA,9/9/2010,1, ,gmail.com,com,0,18.88
2599,Lodi,CA,95242,USA,11/28/2010,1,209,aol.com,com,0,33.27
1571,Louisville,KY,40207,US,3/15/2010,1,502,insightbb.com,com,0,10.42
1239,Milford,OHIO,45150,US,1/23/2010,1,513,aol.com,com,0,26.05
4691,London,ON,N5V 5G1,CAN,4/16/2014,1,519,gmail.com,com,0,28.25
470,Tucson,AZ,85749-9592,US,7/4/2009,0,520,gmail.com,com,0,0
378,Sherman,IL,62684,US,5/29/2009,4,217,aol.com,com,1,157.19
2145,San Francisco,CA,94116,US,7/2/2010,0,415,yahoo.com,com,0,0
4875,Austin,TX,78735,USA,9/27/2015,1,512,personal domain,net,0,48.17
3699,Teaneck,NJ,7666,USA,12/12/2011,3,201,yahoo.com,com,0,83.97
3726,Glastonbury,CT,6033,USA,1/12/2012,1,860,personal domain,net,0,172.89
793,Elliot Lake,,P5A 1B7,CA,10/4/2009,9,705,hotmail.com,com,0,344.82
2738,Orlando,FL,32828,USA,1/26/2011,1,407,gmail.com,com,0,39.53
692,Plymouth,IN,46563,US,9/7/2009,0,,yahoo.com,com,0,0
3097,Federal Way,WA,98023,USA,4/18/2011,1,253,msn.com,com,0,11.73
2485,Waite Park,MN,56387,USA,10/11/2010,0,320,personal domain,com,1,0
1697,Upper Darby,PENNSYLVANIA,19082,US,4/2/2010,1,610,gmail.com,com,0,9.88
1674,Flora,IN,46929,US,3/28/2010,1,574,verizon.net,net,1,0
538,Winnipeg,MB,R3A 1M6,CA,7/28/2009,1,204,personal domain,net,1,0
4086,Sault Sainte Marie,MI,49783,USA,6/25/2012,1,906,personal domain,com,0,62.87
4489,thousand oaks,CA,91362,USA,5/24/2013,1, ,personal domain,com,0,24.98
469,Springfield,MO,65807,US,7/4/2009,1,417,personal domain,com,1,41.03
745,Xenia,OH,45385,US,9/23/2009,1,937,personal domain,com,0,104.96
306,Bakersfield,CA,93312,US,5/14/2009,1,661,personal domain,us,0,79.43
968,Litchfield Park,AZ,85340,US,11/12/2009,1,623,cox.net,net,1,39.69
4850,detroit,MI,48213,USA,7/5/2015,1,240,gmail.com,com,0,27.15
2133,Collingswood,NJ,8108,US,6/30/2010,1,570,gmail.com,com,0,44.73
2078,Wagoner,OKLAHOMA,74477,US,6/17/2010,1,918,aol.com,com,0,19.76
651,Keystone,IN,46759,US,8/28/2009,0,765,att.net,net,1,0
1703,Lake Isabella,CA,93240,US,4/4/2010,0,760,yahoo.com,com,0,0
1822,Middlebury,IN,46540,US,4/28/2010,1,574,verizon.net,net,1,0
3606,Madison,WI,53719,USA,10/19/2011,1,608,tds.net,net,1,313.8
295,San Antonio,TX,78224,US,5/11/2009,1,210,yahoo.com,com,1,73.95
4456,El Paso,TX,79928,USA,4/20/2013,1, ,yahoo.com,com,0,103.3
2800,Sterling Heights,MI,48312,USA,2/12/2011,1,586,gmail.com,com,0,59.07
3997,West Milwaukee,WI,53214,USA,5/8/2012,1,414,personal domain, ,0,12.64
4632,Baytown,TX,77523,USA,1/13/2014,1,832,yahoo.com,com,0,39.1
1372,Huntington Beach,CA,92646,US,2/13/2010,1,714,personal domain,com,0,79.04
459,Coral Springs,FL,33067,US,6/29/2009,2,954,bellsouth.net,net,0,64.9
1136,Saint Charles,MO,63304,US,12/22/2009,1,636,sbcglobal.net,net,0,37.52
815,Novi,MI,48374,US,10/7/2009,0,734,personal domain,com,1,0
4070,Mecosta,MI,49332,USA,6/17/2012,1,616,gmail.com,com,0,30.31
4625,Simi Valley,CA,93065,USA,12/7/2013,1,805,roadrunner.com,com,0,31.73
3272,Margaretville,NY,12455,USA,6/6/2011,1,845,personal domain, ,0,54.41
631,Lakeland,FL,33801,US,8/24/2009,1,863,aol.com,com,1,0
2374,Redcliff,AB,t0j2p2,CAN,9/2/2010,1,403,gmail.com,com,0,33.03
4701,New Underwood,SD,57761,USA,5/18/2014,1,605,hotmail.com,com,0,103.96
144,Decatur,IL,62526,US,1/10/2009,0,217,yahoo.com,com,0,0
3525,Oak Park,IL,60302,USA,9/17/2011,1, ,sbcglobal.net,net,0,18.82
751,New Milton,WV,26411,US,9/25/2009,1,304,aol.com,com,1,0
976,Edinboro,PA,16412,US,11/14/2009,1,440,yahoo.com,com,0,9.38
1171,Visalia,CA,93277-8661,US,1/5/2010,1,559,msn.com,com,0,15.63
407,Elkins,WV,26241,US,6/9/2009,3,304,personal domain,com,1,46.25
916,Sparks,NV,89434,US,11/1/2009,1,775,yahoo.com,com,0,15.83
3235,Birmingham,AL,35217,USA,5/24/2011,1,205,hotmail.com,com,0,20.87
226,Miami,FL,33137,US,3/25/2009,2,,personal domain,com,1,0
3861,Wheeling,IL,60090,USA,3/13/2012,2,847,aol.com,com,0,130.02
4163,Lebanon,PA,17042,USA,8/19/2012,1,717,comcast.net,net,0,28.33
1965,Killeen,TEXAS,76541,US,5/19/2010,0,254,yahoo.com,com,1,0
867,Brick,NJ,8724,US,10/19/2009,2,732,aol.com,com,0,77.08
2824,Grove City,OH,43123,USA,2/18/2011,1,614,yahoo.com,com,0,32.38
2903,Dallas,TX,75226,USA,3/9/2011,2,214,personal domain, ,0,203.07
722,Massillon,OH,44647,US,9/16/2009,1,330,personal domain,com,0,37.06
147,Woburn,MA,1801,US,1/15/2009,1,781,comcast.net,net,1,79.91
186,Puyallup,WA,98371,US,3/2/2009,1,206,hotmail.com,com,0,61.46
1787,Mackinaw,ILLINOIS,61755-8888,US,4/21/2010,0,309,hotmail.com,com,0,0
2728,San Clemente,CA,92672,USA,1/23/2011,1,949,yahoo.com,com,0,19.39
2103,Virginia Beach,VA,23452,US,6/23/2010,1,757,verizon.net,net,1,41.76
2927,East Lansing,MI,48823,USA,3/14/2011,1,517,personal domain,com,0,23.68
2556,Ann Arbor,MI,48103,USA,11/13/2010,1,810,personal domain, ,0,25.74
4801,MABLETON,GA,30126,USA,3/22/2015,1,678,hotmail.com,com,0,97.16
2741,Millersville,PA,17551,USA,1/27/2011,1,717,personal domain,edu,0,63.56
3355,Lewes,DE,19958,USA,7/4/2011,1,302,comcast.net,net,0,142.24
843,Tucson,AZ,85741,US,10/15/2009,1,520,earthlink.net,net,1,29.99
4766,timberlake,NC,27583,USA,11/15/2014,1, ,yahoo.com,com,0,53.6
1270,Kennewick,WA,99338,US,1/28/2010,0,208,hotmail.com,com,0,0
2864,Lubbock,TX,79464,USA,2/27/2011,1,806,yahoo.com,com,0,85.31
2210,gastonia,NC,28054,USA,7/19/2010,1, ,yahoo.com,com,0,12.88
1759,Juneau,AK,99801,US,4/13/2010,1,907,netscape.net,net,1,57.92
4208,Yorktown,IN,47396,USA,9/7/2012,1,765,personal domain,vom,0,18.03
2345,Wailuku,HI,96793,USA,8/25/2010,1,808,gmail.com,com,0,19.53
938,Concord,CA,94519,US,11/5/2009,1,925,gmail.com,com,0,0
1442,South Elgin,IL,60177,US,2/26/2010,0,847,yahoo.com,com,0,0
1655,Dover,NJ,7801,US,3/26/2010,1,973,yahoo.com,com,0,59.67
1998,Nederland,TX,77627,US,5/31/2010,1,409,sbcglobal.net,net,0,56.56
4226,Aldie,VA,20105,USA,9/14/2012,1,703,aol.com,com,0,41.96
1723,Shawnee,KS,66226,US,4/8/2010,1,913,everestkc.net,net,0,31.26
462,Danville,IA,52623,US,6/30/2009,1,319,personal domain,net,0,35.07
2112,Spencer,IA,51301,US,6/25/2010,1,712,personal domain,net,0,27.78
1679,Walled Lake,MI,48390,US,3/30/2010,0,248,hotmail.com,com,0,0
2491,Mt. Airy,MD,21771,USA,10/14/2010,1,301,personal domain, ,0,362.37
1970,Lakeside,CA,92040,US,5/21/2010,0,619,personal domain,com,1,0
506,Jackson,MS,39209,US,7/17/2009,1,601,personal domain,com,1,0
3303,Garden City Park,NY, ,USA,6/16/2011,0,631,personal domain,com,1,0
648,Slayton,MN,56172-1964,US,8/27/2009,0,507,yahoo.com,com,1,0
3043,Kalispell,MT,59901,USA,4/8/2011,1,406,personal domain,com,1,29.61
1909,Omaha,NE,68124,US,5/11/2010,1,402,live.com,com,0,39.52
483,El Dorado,KANSAS,67042,US,7/8/2009,0,316,personal domain,com,1,0
2525,"New Iberia,",LA,70560,USA,10/27/2010,1,337,personal domain,com,0,46.72
1961,Clifton Park,NY,12065,US,5/19/2010,1,908,gmail.com,com,0,36.8
1959,Wichita,KS,67275,US,5/19/2010,3,316,hotmail.com,com,1,69.14
1595,Trabuco Canyon,CA,92679,US,3/17/2010,1,949,yahoo.com,com,0,37.95
2943,St. George,UT,84790,USA,3/18/2011,1,435,personal domain, ,0,75.64
3129,graham,WA,98338,USA,4/28/2011,1,360,personal domain, ,0,13.73
1802,Omaha,NE,68130,US,4/24/2010,2,402,personal domain,com,0,55.38
4851,Baton Rouge,LA,70808,USA,7/6/2015,2, ,aol.com,com,0,59.39
4183,Clifton Park,NY,12065,USA,8/26/2012,1, ,yahoo.com,com,0,12.69
890,Lemon Grove,CA,92107,US,10/26/2009,0,,personal domain,com,0,0
3707,Columbus,OH,43229,USA,12/22/2011,1,614,gmail.com,com,0,59.6
2808,Edmonton,AB,T5X 4J4,CAN,2/14/2011,1,780,personal domain,net,0,45.99
930,Phila,PA,19154,US,11/4/2009,1,,comcast.net,net,0,38.22
4849,Brookhaven,NY,11719,USA,7/3/2015,1, ,yahoo.com,com,0,17.14
2191,Washington Township,MI,48094,US,7/11/2010,1, ,personal domain, ,0,59.98
4036,Solana Beach,CA,92075,USA,5/28/2012,1,760,personal domain,net,0,57.94
898,Sandy,UTAH,84094,US,10/29/2009,2,801,yahoo.com,com,0,80.4
159,Dundee,MI,48131,US,2/1/2009,1,734,personal domain,net,1,82.88
3023,Chicago,IL,60707,USA,4/4/2011,1,773,personal domain, ,0,38.53
1922,Turlock,CA,95382,US,5/13/2010,1,209,aol.com,com,1,0
246,Livonia,MI,48154,US,4/6/2009,1,734,hotmail.com,com,0,25.47
4323,Placerville,CA,95667,USA,11/29/2012,1, ,personal domain, ,0,16.84
383,West Fargo,ND,58078,US,6/2/2009,3,701,yahoo.com,com,1,96.41
2601,Bakersfield,CA,93306,USA,11/28/2010,1,661,personal domain, ,0,32.63
1129,McKinleyville,CA,95519,US,12/21/2009,1,707,yahoo.com,com,1,41.64
25,Roy,UTAH,84067,US,7/24/2008,3,801,hotmail.com,com,0,109.09
3081,Beaver,UT,84713,USA,4/16/2011,1,435,personal domain, ,0,38.56
516,Augusta,KS,67010,US,7/21/2009,1,316,juno.com,com,0,53.55
4652,Warner Robins,GA,31088,USA,2/11/2014,1,478,gmail.com,com,0,58.31
1221,Shreveport,LOUISIANA,71107,US,1/18/2010,1,318,yahoo.com,com,1,39.52
2213,Chatsworth,CA,91205,USA,7/19/2010,1,714,aol.com,com,0,38.61
1100,Advance,NC,27006,US,12/13/2009,0,336,gmail.com,com,0,0
1232,Brookings,SD,57006,US,1/22/2010,0,605,personal domain,com,1,0
3775,Denver,CO,80209,USA,2/5/2012,1,404,personal domain,com,0,18.84
1218,Allentown,PA,18106,US,1/18/2010,1,610,personal domain,com,1,39.52
432,Ft Myers,FL,33901,US,6/16/2009,1,239,personal domain,com,0,38.18
1370,Mayfield,KY,42066,US,2/13/2010,1,270,personal domain,net,0,77.94
1547,Bridgeville,DE,19933,US,3/13/2010,1,,verizon.net,net,0,29.64
1933,Enid,OK,73703,US,5/15/2010,1,,yahoo.com,com,0,16.46
125,Salisbury,NC,28147,US,12/8/2008,1,704,carolina.rr.com,com,0,25.93
1430,Alexandria,VA,22314,US,2/25/2010,1,202,hotmail.com,com,0,7.08
3687,Loveland,OH,45140,USA,12/7/2011,1,513,aol.com,com,0,29.45
1709,Windward Gardens,ST PHILIP,--,BB,4/6/2010,0,246,personal domain,bb,0,0
1749,York,PA,17404,US,4/12/2010,2,717,aol.com,com,0,95.39
1077,Loveland,OHIO,45140,US,12/9/2009,1,513,gmail.com,com,0,20.44
787,Yorktown,IN,47396,US,10/2/2009,1,765,aol.com,com,0,30.2
755,Crown Point,IN,46307,US,9/25/2009,1,,sbcglobal.net,net,0,28.43
903,Middleville,MI,49333,US,10/30/2009,1,269,hughes.net,net,0,27.19
1911,Goodrich,TEXAS,77335,US,5/11/2010,1,281,yahoo.com,com,0,24.97
4812,davenport,IA,52803,USA,4/13/2015,1,563,gmail.com,com,0,36.73
1342,Jefferson,OR,97352,US,2/9/2010,1,541,yahoo.com,com,0,29.18
1353,Tarpon Springs,FL,34689,US,2/11/2010,1,727,tampabay.rr.com,com,1,143.28
4128,Calary,AB,T3M 1G7,CAN,7/28/2012,1, ,gmail.com,com,0,100.09
158,Montebello,CA,90640,US,1/30/2009,1,323,aol.com,com,0,222.72
3041,ray,ND,58849,USA,4/7/2011,1, ,personal domain,net,0,55.57
548,Forks,WA,98331,US,7/31/2009,1,360,yahoo.com,com,0,161.16
1519,Indianapolis,INDIANA,46228,US,3/9/2010,1,317,sbcglobal.net,net,0,36.8
929,Shawnee,KS,66216,US,11/4/2009,0,913,yahoo.com,com,1,0
3802,san antonio,TX,78213,USA,2/19/2012,1,210,yahoo.com,com,0,31.67
1206,Hull,YORKSHIRE,hu89hn,GB,1/14/2010,0,441,hotmail.com,com,0,0
2493,Miramar,FL,33027,USA,10/15/2010,1,305,gmail.com,com,0,43.62
2629,Frisco,TX,75034,USA,12/9/2010,1,972,personal domain,net,0,31.33
515,Lynn Haven,FL.,32444,US,7/21/2009,2,850,personal domain,net,0,168.93
1658,Conneaut,OHIO,44030,US,3/26/2010,3,440,yahoo.com,com,0,98.8
1739,Fredericksburg,VA,22405,US,4/10/2010,1,540,aim.com,com,0,107.44
895,Frankfort,IN,46041,US,10/28/2009,0,765,comcast.net,net,0,0
4117,Loudonville,OH,44842,USA,7/18/2012,1, ,aol.com,com,0,43.89
3909,Lewistown,OH,43333,USA,3/31/2012,1,937,me.com,com,0,43.89
1198,Ithaca,MI,48847,US,1/12/2010,2,989,msn.com,com,0,69.25
871,Bakersfield,CA,93314,US,10/20/2009,4,661,sbcglobal.net,net,1,186.19
4891,Bethlehem,GA,30620,USA,1/12/2016,1,678,personal domain,com,0,62.45
3669,Santa Maria,CA,93455,USA,11/28/2011,1,210,gmail.com,com,0,30.81
2511,Richmond,CA,94804,USA,10/21/2010,1,510,personal domain,us,1,72.95
2658,Fair Grove,MO,65648,USA,12/27/2010,1, ,aol.com,com,0,56.75
2663, , , , ,12/28/2010,0, ,personal domain, ,1,0
680,Virginia Beach,VIRGINIA,23451,US,9/4/2009,1,757,aol.com,com,1,48.69
2538,Rockwood,TN,37854,USA,11/2/2010,1,865,personal domain, ,0,19.89
1923,Slippery Rock,PA,16057,US,5/13/2010,4,724,personal domain,net,0,1226.87
361,Annapolis,MD,21401-3343,US,5/24/2009,0,,verizon.net,net,0,0
7,Rigby,ID,83442,US,4/23/2008,0,208,personal domain,com,0,0
4092,St.Louis,MO,63111-2725,USA,6/29/2012,1, ,gmail.com,com,0,17.23
1373,Center Moriches,NY,11934,US,2/13/2010,1,631,optonline.net,net,0,62.07
192,Valliant,OKLAHOMA,74764,US,3/5/2009,0,580,hotmail.com,com,0,0
328,Cape Coral,FLORIDA,33904,US,5/18/2009,0,239,personal domain,com,1,0
4239,Sunrise,FL,33323,USA,9/20/2012,0,954,gmail.com,com,0,0
4591,Northport,AL,35473,USA,10/9/2013,1,205,gmail.com,com,0,17.43
3082,edmonds,WA,98020,USA,4/17/2011,1,425,frontier.com,com,0,59.35
533,Chicago,IL,60639,US,7/26/2009,1,773,gmail.com,com,0,33.34
4439,StoneCreek,OH,43840,USA,4/5/2013,1,330,personal domain, ,0,25.23
4895,Phoenix,MD,21131,USA,2/5/2016,3,410,comcast.net,net,0,418.35
812,Monmouth,ME,4259,US,10/7/2009,1,207,personal domain,net,0,40.23
1824,Detroit,MI,48213,US,4/28/2010,1,313,personal domain,edu,0,48.42
2497,Advance,NC,27006,USA,10/17/2010,3,910,hotmail.com,com,0,71.62
110,Waukesha,WISCONSIN,53188,US,11/19/2008,0,262,aol.com,com,0,0
571,Idaho Falls,ID,83401,US,8/9/2009,0,208,personal domain,com,0,0
4707,Bridgewater,MA,2324,USA,6/11/2014,1, ,gmail.com,com,0,15.91
231,Temecula,CA,92592,US,3/28/2009,1,951,yahoo.com,com,1,56.61
579,Cleveland,OH,44135,US,8/11/2009,1,216,yahoo.com,com,1,31.71
2616,Milford,PA,18337,USA,12/4/2010,1,570,hotmail.com,com,0,19.39
4920,Lusby,MD,20657,USA,6/11/2016,1,301,personal domain,com,0,107.19
3453,Marianna,FL,32446,USA,8/17/2011,1,850,embarqmail.com,com,1,208.45
3344,Mission Hills,CA,91345,USA,6/30/2011,1,858,personal domain,com,0,33.39
2046,Raleigh,NC,27615,US,6/9/2010,0,,personal domain,com,0,0
4904,Bellbrook,OH,45305,USA,3/7/2016,1, ,gmail.com,com,0,32.31
48,Brooklyn,MI,49230,US,9/2/2008,1,517,comcast.net,net,0,21.22
3741,Corsicana,TX,75110,USA,1/20/2012,1,903,sbcglobal.net,net,0,40.08
2764,Cameron,NC,28326,USA,2/1/2011,1,919,msn.com,com,0,17.41
4267,Tucson,AZ,85756,USA,10/6/2012,1,520,hotmail.com,com,0,150.52
4345,Burleson,TX,76028,USA,1/1/2013,1,817,personal domain, ,0,65.22
2253,Washington,DC,20003,USA,7/31/2010,1,603,gmail.com,com,0,21.52
690,La Canada,CA,91011,US,9/7/2009,1,818,earthlink.net,net,0,167
3110,port jefferson station,NY,11776,USA,4/23/2011,1,631,optonline.net,net,0,90.96
4192,Gahanna,OH,43230,USA,8/28/2012,1,614,personal domain,com,0,20.08
4946,Cleveland,OH,44101,USA,6/5/2017,1,216,gmail.com,com,0,47.63
1267,Midland,MI,48642,US,1/28/2010,1,989,yahoo.com,com,1,19.76
3388,Garland,ME,4939,USA,7/18/2011,1,207,personal domain, ,0,41.16
1311,Martinez,GA,30907,US,2/5/2010,2,706,hotmail.com,com,0,59.28
4823,Trumbull,CT,6611,USA,4/20/2015,1,203,aol.com,com,0,17.71
3475,Avenel,NJ,7001,USA,8/25/2011,1, ,gmail.com,com,0,21.43
4270,Lacy Lakeview,TX,76705,USA,10/8/2012,2,254,gmail.com,com,0,76.27
16,Tarpon Springs,FL,34689,US,6/29/2008,0,727,yahoo.com,com,0,0
4330,Springboro,OH,45066,USA,12/5/2012,1,937,personal domain,com,0,47.39
617,Lead,SD,57754,US,8/19/2009,0,605,hotmail.com,com,0,0
130,Frederick,MARYLAND,21701,US,12/26/2008,0,301,personal domain,com,1,0
941,Hershey,PA,17033,US,11/6/2009,1,717,personal domain,edu,1,283.37
1228,Wentzville,MO,63385,US,1/20/2010,2,636,gmail.com,com,0,149.79
3085,Baltimore,MD,21234,USA,4/17/2011,1, ,aol.com,com,0,33.43
804,Cave Creek,AZ,85331,US,10/6/2009,1,,yahoo.com,com,0,24.25
18,Boston,MA,2126,US,7/4/2008,0,617,yahoo.com,com,1,0
715,Brook Park,OHIO,44142,US,9/13/2009,1,216,aol.com,com,0,16.59
142,San Bruno,CA,94066,US,1/7/2009,1,650,personal domain,com,1,53.91
19,Pittsburgh,PA,15238,US,7/7/2008,1,412,yahoo.com,com,0,21.13
723,Reno,NV,89521,US,9/16/2009,1,775,aol.com,com,0,25.83
1812,New Bedford,MASS,2740,US,4/26/2010,1,508,verizon.net,net,0,18.4
1371,Lacrosse,WI,54603,US,2/13/2010,1,239,embarqmail.com,com,1,0
1964,Florence,IN,47020,US,5/19/2010,0,812,personal domain,us,1,0
1643,Mobile,AL,36608,US,3/24/2010,1,251,msn.com,com,0,18.76
3288,New York,NY,10013,USA,6/11/2011,2,603,gmail.com,com,0,58.79
2124,Gemswick,ST. PHILIP,BB18098,BB,6/28/2010,0,124,personal domain,com,1,0
3107,Star,ID,83669,USA,4/22/2011,1,208,personal domain,net,0,32.31
3435,Kewaskum,WI,53040,USA,8/9/2011,1,262,hotmail.com,com,0,67.07
899,Tallahassee,FL,32309,US,10/29/2009,1,850,personal domain,com,1,18.25
1101,Tucson,ARIZONA,85705,US,12/14/2009,1,520,msn.com,com,0,24.05
3444,BRONX,NY,10456,USA,8/14/2011,1,347,hotmail.com,com,0,38.13
128,Glendale Hts,IL,60139,US,12/14/2008,1,630,personal domain,com,1,131.81
1573,Granite City,IL,62040,US,3/15/2010,0,618,aol.com,com,0,0
4137,wauchula,FL,33873,USA,8/5/2012,1,863,hotmail.com,com,0,20.78
417,Delano,MN,55328,US,6/12/2009,1,612,hotmail.com,com,0,31.96
4240,Albuquerque,NM,87120,USA,9/22/2012,1,505,gmail.com,com,0,19.93
3153,Muskegon,MI,49442,USA,5/4/2011,1,231,hotmail.com,com,0,34.76
